Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,List of Employees Laid Off,Ticker,Exchange,Stock Delisted
Lenovo,TRUE,Raleigh,Hardware,,4/20/2023,https://www.channelweb.co.uk/news/4112502/lenovo-layoffs-confirmed-response-pc-downturn-report,850,Post-IPO,United States,,,0992.HK,HK,FALSE
F5,TRUE,Seattle,Security,623,4/19/2023,https://www.reuters.com/technology/software-firm-f5-layoff-9-staff-trims-fiscal-revenue-guidance-2023-04-19/,,Post-IPO,United States,0.09,,FFIV,NASDAQ,FALSE
WalkMe,TRUE,SF Bay Area,Other,112,4/17/2023,https://www.calcalistech.com/ctechnews/article/byc3z4pgn,307,Post-IPO,United States,0.1,,WKME,NASDAQ,FALSE
Opendoor,TRUE,SF Bay Area,Real Estate,560,4/18/2023,https://www.inman.com/2023/04/18/opendoor-lays-off-22-of-its-workforce-in-latest-round-of-cuts/,1900,Post-IPO,United States,0.22,,OPEN,NASDAQ,FALSE
Noon,FALSE,Riyadh,Retail,340,4/18/2023,https://www.bloomberg.com/news/articles/2023-04-18/amazon-s-middle-east-rival-noon-cuts-10-of-jobs-to-pare-costs?leadSource=uverify%20wall,,Unknown,Saudi Arabia,0.1,,,,
Culture Amp,FALSE,Melbourne,HR,90,4/18/2023,https://www.startupdaily.net/topic/business/hr-unicorn-culture-amp-is-the-latest-tech-company-to-shed-jobs-cutting-90-roles/,257,Series F,Australia,0.09,,,,
TRM Labs,TRUE,SF Bay Area,Crypto,16,4/18/2023,https://blockworks.co/news/crypto-hiring-custodian-copper,149,Series B,United States,0.09,,,,
CoLab,FALSE,Sydney,Food,,4/18/2023,https://7news.com.au/lifestyle/food/australian-food-delivery-service-colab-announces-it-will-close-its-doors--c-10319763,3,Seed,Australia,1,,,,
Ten Square Games,FALSE,Wrocław,Consumer,120,4/17/2023,https://economictimes.indiatimes.com/tech/technology/ten-square-games-to-lay-off-25-of-staff-suspend-two-major-projects/articleshow/99558794.cms,,Seed,Poland,0.25,,,,
Clearcover,TRUE,Chicago,Finance,81,4/17/2023,https://coverager.com/layoffs-at-clearcover/,304,Series D,United States,0.15,,,,
Paper,FALSE,Montreal,Education,81,4/17/2023,https://paper.co/inside-paper/a-message-from-papers-ceo-and-founder-philip-cutler,389,Series D,Canada,0.03,,,,
Ynsect,FALSE,Paris,Food,17,4/17/2023,https://pitchbook.com/news/articles/agtech-ynsect-funding-layoffs,579,Series D,France,0.25,,,,
FamPay,FALSE,Bengaluru,Finance,,4/17/2023,https://entrackr.com/2023/04/exclusive-fampay-lays-off-staff-sees-top-level-exits/,42,Series A,India,,,,,
Kumu,FALSE,Manila,Media,,4/17/2023,https://www.techinasia.com/kumus-struggle-layoffs-departures-slash-workforce,94,Series C,Philippines,,,,,
Utopia Music,FALSE,Zug,Other,,4/17/2023,https://www.billboard.com/pro/utopia-music-layoffs-gloal-job-cuts-ceo-memo/,,Series B,Switzerland,0.15,,,,
Quadream,FALSE,Tel Aviv,Security,,4/16/2023,https://www.calcalistech.com/ctechnews/article/hy78kiym2,,Unknown,Israel,1,,,,
Drip Capital,TRUE,SF Bay Area,Finance,75,4/14/2023,https://inc42.com/buzz/exclusive-trade-financing-startup-drip-capital-lays-off-20-employees/,85,Series C,United States,0.2,,,,
Community Gaming,TRUE,New York City,Crypto,17,4/14/2023,https://decrypt.co/136786/web3-startup-community-gaming-confirms-layoffs-amid-esports-downturn,18,Series A,United States,0.17,,,,
Calibrate,TRUE,New York City,Healthcare,,4/14/2023,https://news.bloomberglaw.com/daily-labor-report/weight-loss-telehealth-startup-calibrate-health-cuts-18-of-jobs,127,Series B,United States,0.18,,,,
OpenClassrooms,FALSE,Paris,Education,,4/14/2023,https://www.usine-digitale.fr/article/openclassrooms-reduit-ses-effectifs-d-un-quart.N2121446,150,Series C,France,0.25,,,,
Sayurbox,FALSE,Jakarta,Food,,4/14/2023,https://www.cnbcindonesia.com/tech/20230414134641-37-429990/sayurbox-phk-massal-karyawan-jelang-lebaran,139,Series C,Indonesia,,,,,
Snyk,TRUE,Boston,Security,128,4/13/2023,https://snyk.io/blog/snyk-evolution-april-13/,849,Series F,United States,,,,,
Astronomer,TRUE,Cincinnati,Data,100,4/13/2023,Internal memo,282,Series C,United States,0.4,,,,
Bluepad,FALSE,Bengaluru,Media,,4/13/2023,https://inc42.com/buzz/vernacular-content-platform-bluepad-shuts-down/,,Seed,India,1,,,,
Heygo,FALSE,London,Travel,,4/13/2023,https://skift.com/2023/04/13/why-travel-tech-startup-heygo-closed-a-year-after-raising-20-million/,20,Series A,United Kingdom,1,,,,
Lazerpay,FALSE,Lagos,Crypto,,4/13/2023,https://techpoint.africa/2023/04/13/lazerpay-shuts-down/,,Unknown,Nigeria,1,,,,
Mediafly,TRUE,Chicago,Sales,,4/13/2023,https://www.linkedin.com/feed/update/urn:li:activity:7052332154709540864/,59,Private Equity,United States,,,,,
Viasat,TRUE,San Diego,Other,300,4/12/2023,https://www.sandiegouniontribune.com/business/story/2023-04-12/viasat-trims-global-workforce,366,Post-IPO,United States,0.04,,VSAT,NASDAQ,FALSE
Science 37,TRUE,Los Angeles,Healthcare,140,4/12/2023,https://www.bizjournals.com/triangle/news/2023/04/12/science-37-cutting-140-jobs-us-europe-asia-growth.html,347,Post-IPO,United States,,,SNCE,NASDAQ,TRUE
Medtronic,TRUE,SF Bay Area,Healthcare,59,4/12/2023,https://www.massdevice.com/medtronic-layoffs-california/,5900,Post-IPO,United States,,,MDT,NYSE,FALSE
Milkrun,FALSE,Sydney,Food,400,4/11/2023,https://www.forbes.com.au/news/investing/milkrun-collapses-as-400-staff-made-redundant/,86,Series A,Australia,1,,,,
Redfin,TRUE,Seattle,Real Estate,201,4/11/2023,https://www.geekwire.com/2023/redfin-lays-off-201-employees-as-housing-market-continues-to-retrench/,320,Post-IPO,United States,0.04,,RDFN,NASDAQ,FALSE
Permutive,FALSE,London,Marketing,80,4/11/2023,https://www.businessinsider.com/permutive-announces-second-round-of-layoffs-2023-4?IR=T,105,Series C,United Kingdom,0.4,,,,
Examedi,FALSE,Santiago,Healthcare,45,4/11/2023,https://contxto.com/en/startups-es/this-week-in-startups-softbank-shakeups-krans-funding-round-and-layoffs-at-examedi/,19,Unknown,Chile,0.25,,,,
Acxiom,TRUE,Little Rock,Marketing,,4/11/2023,https://www.thecabin.net/news/acxiom-reduces-workforce-following-assessment/article_82704fbb-6267-5072-a057-b8f026aabe7a.html,,Post-IPO,United States,,,RAMP,NASDAQ,FALSE
Euler Motors,FALSE,New Delhi,Transportation,,4/11/2023,https://entrackr.com/2023/04/ev-firm-euler-motors-lays-off-10-of-workforce-citing-restructuring/,92,Series C,India,0.1,,,,
Reforge,TRUE,SF Bay Area,Education,,4/11/2023,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-part-activity-7051721504803229697-4wf_/,81,Series B,United States,,,,,
Flock Freight,TRUE,San Diego,Logistics,45,4/10/2023,https://www.freightwaves.com/news/flock-freight-under-fire-insiders-recount-toxic-work-culture-leadership-failures,399,Series D,United States,0.08,,,,
Nori,TRUE,Seattle,Energy,10,4/10/2023,https://www.geekwire.com/2023/carbon-removal-startup-nori-lays-off-10-employees-citing-market-concerns/,13,Unknown,United States,0.37,,,,
Simpl,FALSE,Bengaluru,Finance,150,4/9/2023,https://entrackr.com/2023/04/exclusive-bnpl-startup-simpl-layoffs-over-150-employees/,71,Series B,India,0.25,,,,
Practo,FALSE,Bengaluru,Healthcare,41,4/8/2023,https://inc42.com/buzz/practo-fires-41-employees-over-performance-issues/?utm_source=ActiveCampaign&utm_medium=email&utm_content=Insurance-Dekho+s+LIC+Playbook+%7C+Layoffs+At+Practo%2C+ZestMoney+%7C+Online+Betting+Ads+Under+Govt+s+Radar&utm_campaign=Morning+Newsletter+-+New+Template+8+April&vgo_ee=PV2n3HwtkpF6%2FSWkTE%2BLbU2PnrHTL7zklbRFWZn49c8%2FivNE%2BQ%3D%3D%3AjFxYJjNMz0p5NucAgOKx1lsiGYMyZigG,222,Series D,India,,,,,
Pear Therapeutics,TRUE,Boston,Healthcare,170,4/7/2023,https://www.statnews.com/2023/04/07/pear-therapeutics-bankruptcy-stock-sale/,409,Post-IPO,United States,0.92,,PEARQ,OTCMKTS,FALSE
Workit Health,TRUE,Ann Arbor,Healthcare,100,4/7/2023,https://bhbusiness.com/2023/04/07/virtual-sud-provider-workit-lays-off-100-employees-in-anticipation-of-dea-crackdown/,138,Series C,United States,,,,,
ZestMoney,FALSE,Bengaluru,Finance,100,4/7/2023,https://www.moneycontrol.com/news/business/announcements/zestmoney-weighs-layoffs-as-deal-with-phonepe-falls-through-10342251.html,120,Series C,India,0.2,,,,
Absolute Software,FALSE,Vancouver,Security,40,4/6/2023,https://www.absolute.com/company/press-releases/2023/absolute-software-announces-workforce-restructuring/,,Post-IPO,Canada,0.05,,ABST.TO,TSX,TRUE
Avocargo,FALSE,Berlin,Transportation,16,4/6/2023,https://www.businessinsider.de/gruenderszene/automotive-mobility/lastenrad-startup-avocargo-stellt-betrieb-ein/,,Seed,Germany,1,,,,
Dunzo,FALSE,Bengaluru,Food,300,4/5/2023,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/scoop-dunzo-secures-75m-via-convertible-notes-fires-30-staff-tim-cook-may-visit-india-as-apple-opens-first-company-owned-store/articleshow/99281436.cms,382,Unknown,India,0.3,,,,
Amplitude,TRUE,SF Bay Area,Data,99,4/5/2023,https://amplitude.com/blog/team-update,311,Post-IPO,United States,0.13,,AMPL,NASDAQ,FALSE
Talent.com,FALSE,Montreal,Recruiting,86,4/5/2023,https://aimgroup.com/2023/04/05/talent-com-cuts-25-of-staff-source-says/,150,Series B,Canada,0.18,,,,
1K Kirana,FALSE,Gurugram,Retail,600,4/4/2023,https://www.moneycontrol.com/news/business/startup/info-edge-ventures-backed-1k-kirana-lays-off-40-workforce-to-restructure-business-10359421.html,,Series B,India,0.4,,,,
Foundation Medicine,TRUE,Boston,Healthcare,135,4/4/2023,https://www.foundationmedicine.com/blog/a-strong-foundation-for-the-future,96,Acquired,United States,,,,,
Finder,FALSE,Sydney,Retail,40,4/4/2023,https://www.smh.com.au/technology/finder-cuts-staff-for-the-second-time-in-three-months-20230404-p5cxwr.html,30,Unknown,Australia,,,,,
Boost,TRUE,New York City,Finance,15,4/4/2023,https://boostinsurance.com/blog/a-message-from-boost-ceo-alex-maffeo/,37,Series B,United States,0.2,,,,
Cin7,FALSE,Auckland,Retail,,4/4/2023,https://www.nzherald.co.nz/business/post-pandemic-hangover-auckland-based-e-tail-specialist-cin7-culls-staff/3ZF4L4NA2RCSZCO3LHPKOZBNYQ/,,Private Equity,New Zealand,,,,,
Hyland Software,TRUE,Cleveland,Other,1000,4/3/2023,https://www.cleveland.com/news/2023/04/westlake-based-hyland-software-will-layoff-1000-employees-20-of-workforce.html?outputType=amp,,Acquired,United States,0.2,,,,
View,TRUE,SF Bay Area,Other,170,4/3/2023,https://therealdeal.com/national/2023/04/03/view-cuts-23-of-staff-seeks-funds-to-survive-2023/,2300,Post-IPO,United States,0.23,,VIEW,NASDAQ,TRUE
Guideline,TRUE,SF Bay Area,Finance,48,4/3/2023,https://layoffstracker.com/guideline-to-lay-off-48-employees-11-workforce/,339,Series E,United States,0.11,,,,
Textio,TRUE,Seattle,Recruiting,15,4/3/2023,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,42,Unknown,United States,0.12,,,,
Apple,TRUE,SF Bay Area,Retail,,4/3/2023,https://www.bloomberg.com/news/articles/2023-04-03/apple-to-make-small-number-of-job-cuts-in-some-corporate-retail-teams#xj4y7vzkg,6200,Post-IPO,United States,,,AAPL,NASDAQ,FALSE
Checkout.com,FALSE,London,Finance,,4/3/2023,https://sifted.eu/articles/checkout-com-executives-quit-layoffs-2023,1800,Series D,United Kingdom,,,,,
Domestika,FALSE,Madrid,Education,89,3/31/2023,https://www.lavanguardia.com/economia/20230331/8869692/domestika-prepara-ere-despedir-89-personas-espana.html,130,Series D,Spain,0.45,,,,
Airbyte,TRUE,SF Bay Area,Data,,3/31/2023,Internal memo,181,Series B,United States,,,,,
Hulu,FALSE,Beijing,Media,200,3/30/2023,https://en.pingwest.com/w/11542,683,Acquired,China,,,,,
Roku,TRUE,SF Bay Area,Media,200,3/30/2023,https://www.reuters.com/technology/streaming-device-maker-roku-cut-200-jobs-second-round-layoffs-2023-03-30/,208,Post-IPO,United States,0.06,,ROKU,NASDAQ,FALSE
LendingTree,TRUE,Charlotte,Finance,150,3/30/2023,https://www.wsoctv.com/news/local/lendingtree-cutting-workforce-by-13-latest-layoff-round/264JH3PRKNE4TH3HUR5WA7T6XU/,,Post-IPO,United States,0.13,,TREE,NASDAQ,FALSE
FanClash,FALSE,Gurugram,Consumer,100,3/30/2023,https://inc42.com/buzz/exclusive-sequoia-backed-fanclash-fires-75-workforce-within-a-year-of-raising-40-mn/,50,Series B,India,0.75,,,,
Loop,TRUE,Austin,Finance,19,3/30/2023,https://coverager.com/loop-conducts-another-round-of-layoffs/,24,Series A,United States,0.25,,,,
Crossbeam,TRUE,Philadelphia,Sales,17,3/30/2023,https://technical.ly/startups/crossbeam-layoffs-2023/ ,116,Series C,United States,0.15,,,,
Spotify,FALSE,Stockholm,Media,15,3/30/2023,https://www.bloomberg.com/news/newsletters/2023-03-30/tensions-flare-inside-npr-after-staff-layoffs-and-town-halls,2100,Post-IPO,Sweden,,,SPOT,NYSE,FALSE
AnswerLab,TRUE,SF Bay Area,Marketing,,3/30/2023,https://www.linkedin.com/feed/update/urn:li:activity:7047309428986953729/,,Unknown,United States,0.17,,,,
Endowus,FALSE,Singapore,Finance,,3/30/2023,https://www.techinasia.com/endowus-cuts-10-staff-market-downturn,44,Unknown,Singapore,,,,,
GoodWorker,FALSE,Singapore,Recruiting,,3/30/2023,https://www.dealstreetasia.com/stories/goodworker-lays-off-staff-336649,,Acquired,Singapore,0.9,,,,
Kyndryl,TRUE,New York City,Infrastructure,,3/30/2023,https://www.channelfutures.com/business-models/kyndryl-confirms-layoffs-as-no-1-cost-is-always-flesh-and-bone,,Post-IPO,United States,,,KD,NYSE,FALSE
Nowports,FALSE,Monterrey,Logistics,,3/30/2023,https://www.montevideo.com.uy/Noticias/Unicornio-Nowports-realizo-algunos-despidos-pero-dice-que-su-nivel-economico-es-fuerte--uc849751,,Series C,Mexico,0.15,,,,
Unacademy,FALSE,Bengaluru,Education,,3/30/2023,https://inc42.com/buzz/unacademy-fires-380-employees-fourth-round-layoffs-12-months/,838,Series H,India,0.12,,,,
CoverMyMeds,TRUE,Columbus,Healthcare,800,3/29/2023,https://www.dispatch.com/story/business/information-technology/2023/03/29/covermymeds-latest-columbus-tech-firm-to-lay-off-hundreds/70059386007/,5,Acquired,United States,,,,,
Electronic Arts,TRUE,SF Bay Area,Consumer,780,3/29/2023,https://www.wsj.com/articles/electronic-arts-says-it-is-laying-off-6-of-workforce-d9c2b7e1?mod=djemalertNEWS,2,Post-IPO,United States,0.06,,EA,NASDAQ,FALSE
Seagate,TRUE,SF Bay Area,Hardware,480,3/29/2023,https://in.investing.com/news/seagate-unveils-further-round-of-layoffs-citing-economic-uncertainty-3578578,,Post-IPO,United States,,,STX,NASDAQ,FALSE
Drizly,TRUE,Boston,Retail,100,3/29/2023,https://www.brewbound.com/news/drizly-employees-affected-by-layoff-tidal-wave/,119,Acquired,United States,,,,,
iCAD,TRUE,Nashua,Healthcare,23,3/29/2023,https://www.medtechdive.com/news/iCAD-AI-layoffs-new-ceo/646300/,59,Post-IPO,United States,0.28,,ICAD,NASDAQ,FALSE
Anyline,FALSE,Vienna,Other,,3/29/2023,https://brutkasten.com/artikel/anyline-jobabbau,37,Series B,Austria,0.25,,,,
OnePipe,FALSE,Lagos,Finance,,3/29/2023,https://disrupt-africa.com/2023/03/29/nigerian-fintech-startup-onepipe-secures-4-8m-credit-facility-lays-off-staff/,9,Seed,Nigeria,,,,,
Shift,TRUE,SF Bay Area,Transportation,,3/29/2023,https://techcrunch.com/2023/03/29/online-used-car-marketplace-shift-cuts-workforce-30-following-carlotz-merger/,504,Post-IPO,United States,0.3,,SFT,NASDAQ,TRUE
Lucid Motors,TRUE,SF Bay Area,Transportation,1300,3/28/2023,https://techcrunch.com/2023/03/28/lucid-to-lay-off-1300-employees-in-restructuring/,8300,Post-IPO,United States,0.18,,LCID,NASDAQ,FALSE
Blue Nile,TRUE,Seattle,Retail,119,3/28/2023,https://www.retaildive.com/news/blue-nile-to-lay-off-119-workers-close-seattle-fulfillment-center/646172/,62,Acquired,United States,,,,,
AEye,TRUE,SF Bay Area,Transportation,46,3/28/2023,https://investors.aeye.ai/node/8921/html,314,Post-IPO,United States,0.33,,AEYE,NASDAQ,FALSE
Rackspace,TRUE,San Antonio,Data,275,3/27/2023,https://www.bizjournals.com/sanantonio/news/2023/03/27/rackspace-reducing-workforce.html,17,Acquired,United States,,,,,
Better Therapeutics,TRUE,SF Bay Area,Healthcare,,3/27/2023,https://www.mobihealthnews.com/news/prescription-digital-therapeutics-company-better-therapeutics-announces-layoffs,143,Post-IPO,United States,0.35,,BTTX,OTCMKTS,FALSE
Aspiration,TRUE,Los Angeles,Finance,170,3/24/2023,"https://ccwd.hecc.oregon.gov/Layoff/uploads/LOT8534/WARN%208534%20Aspirations,%20OR%20-%20Govt%20Official%20WARN%20letter.pdf",250,Unknown,United States,,,,,
The Meet Group,TRUE,New Hope,Consumer,,3/24/2023,https://technical.ly/startups/the-meet-group-geoff-cook-layoffs-parship-reorganization/,,Acquired,United States,,,,,
Cimpress,FALSE,Paris,Retail,500,3/23/2023,https://www.marketwatch.com/story/cimpress-plans-to-cut-about-500-jobs-768d3efc,300,Post-IPO,France,,,CMPR,NASDAQ,FALSE
Veeam,TRUE,Columbus,Data,200,3/23/2023,https://blocksandfiles.com/2023/03/23/200-people-get-laid-off-by-veeam/,500,Acquired,United States,,,,,
Glovo,FALSE,Barcelona,Food,140,3/23/2023,https://www.eldiario.es/economia/glovo-acuerda-ere-oficinas-despedir-140-trabajadores_1_10061101.html,1200,Acquired,Spain,,,,,
TakeOff,FALSE,Kyiv,Retail,50,3/23/2023,https://dou.ua/lenta/news/takeoff-layoff/?,146,Unknown,Ukraine,,,,,
Slite,FALSE,Paris,Other,10,3/23/2023,https://www.linkedin.com/posts/christophepasquier_we-always-pride-ourselves-to-grow-healthily-activity-7044698064845971456-s_EB/,15,Series A,France,0.25,,,,
Indeed,TRUE,Austin,HR,2200,3/22/2023,https://www.indeed.com/press/releases/a-message-from-our-ceo-chris-hyams,5,Acquired,United States,0.15,,,,
Logitech,FALSE,Geneva,Hardware,300,3/22/2023,https://www.bloomberg.com/news/articles/2023-03-22/logitech-cuts-300-jobs-on-post-covid-slump-in-computer-gadgets?srnd=technology-vp#xj4y7vzkg,,Post-IPO,Switzerland,,,LOGI,NASDAQ,FALSE
Glassdoor,TRUE,SF Bay Area,HR,140,3/22/2023,https://www.glassdoor.com/about-us/a-message-from-glassdoor-ceo-christian-sutherland-wong/,204,Acquired,United States,0.15,,,,
Wejo,FALSE,Chester,Transportation,40,3/22/2023,https://wejo.gcs-web.com/node/7461/html,376,Post-IPO,United Kingdom,0.16,,WEJO,NASDAQ,TRUE
Copper,FALSE,London,Crypto,,3/22/2023,https://www.coindesk.com/business/2023/03/22/copper-to-make-up-to-15-of-staff-redundant-focus-on-custody-settlement/,281,Series C,United Kingdom,0.15,,,,
Rewind,FALSE,Ottawa,Data,,3/22/2023,https://rewind.com/blog/a-difficult-update-at-rewind/,80,Series B,Canada,,,,,
Roofstock,TRUE,SF Bay Area,Real Estate,,3/22/2023,https://techcrunch.com/2023/03/22/roofstock-valued-at-1-9b-last-year-cuts-27-of-staff-in-second-round-of-layoffs/,365,Series E,United States,0.27,,,,
Just Eat,FALSE,London,Food,1700,3/21/2023,https://www.yahoo.com/entertainment/just-eat-lay-off-1-124953457.html,,Acquired,United Kingdom,,,,,
Marvell,TRUE,SF Bay Area,Hardware,320,3/21/2023,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall,,Post-IPO,United States,0.04,,MRVL,NASDAQ,FALSE
Workhuman,FALSE,Dublin,HR,130,3/21/2023,https://www.independent.ie/business/technology/irish-tech-unicorn-workhuman-to-lay-off-10pc-of-staff-42397380.html,131,Unknown,Ireland,0.1,,,,
FreshBooks,FALSE,Toronto,Finance,80,3/21/2023,https://betakit.com/freshbooks-lays-off-10-percent-of-staff/,331,Unknown,Canada,0.1,,,,
Xing,FALSE,Hamburg,HR,68,3/21/2023,https://www.mopo.de/hamburg/wegen-neuer-ausrichtung-hamburgs-job-netzwerk-xing-entlaesst-68-mitarbeiter/,,Series A,Germany,,,,,
Mr Yum,FALSE,Melbourne,Food,40,3/21/2023,https://www.linkedin.com/feed/update/urn:li:activity:7043914147142520832/,101,Series A,Australia,,,,,
Smallcase,FALSE,Bengaluru,Finance,15,3/21/2023,https://www.businesstoday.in/entrepreneurship/news/story/startup-layoffs-sequoia-backed-smallcase-lays-off-4-employees-374171-2023-03-20,62,Series C,India,0.04,,,,
Expedia,TRUE,Seattle,Travel,,3/21/2023,https://www.geekwire.com/2023/expedia-group-lays-off-workers-as-part-of-strategic-actions/,3300,Post-IPO,United States,,,EXPE,NASDAQ,FALSE
GAMURS Group,FALSE,Sydney,Consumer,,3/21/2023,https://esportsinsider.com/2023/03/layoffs-gamurs-group,17,Series A,Australia,,,,,
Grin,TRUE,Sacramento,Marketing,,3/21/2023,https://www.businessinsider.com/influencer-marketing-platform-grin-lays-off-staffers-2023-3,145,Series B,United States,,,,,
Laybuy,FALSE,Auckland,Finance,,3/21/2023,https://www.nbr.co.nz/investment/laybuy-begins-further-restructure-affecting-10-of-staff/,130,Post-IPO,New Zealand,0.1,,LBY.AX,ASX,TRUE
Amazon,TRUE,Seattle,Retail,9000,3/20/2023,https://www.cnbc.com/2023/03/20/amazon-layoffs-company-to-cut-off-9000-more-workers.html,108,Post-IPO,United States,,,AMZN,NASDAQ,FALSE
Huuuge Games,FALSE,Warsaw,Consumer,,3/20/2023,"https://biznes.pap.pl/espi/pl/reports/view/2,530635",57,Series C,Poland,0.1,,,,
