Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,Job Positions Laid Off Desc,Job Positions Laid Off Specific,Reason Mentioned 1,Reason Mentioned 2,Reason Mentioned 3,Unprofitable,AI Mentioned,AI Relation,Expansion Mentioned,cik,Ticker,Exchange,Stock Delisted,Announced Post-Trading Hours,Stock Return On Closest Trading Date Post-Announcement (t),Stock Return 3 Days Before t,Stock Return 2 Days Before t,Stock Return 1 Day Before t,Stock Return 1 Day After t,Stock Return 2 Days After t,Stock Return 3 Days After t,List of Employees Laid Off
Community,TRUE,Los Angeles,Marketing,40,6/21/2022,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,40,Unknown,United States,0.3,,,,,,,,,,,,,,,,,,,,,,
Sourcegraph,TRUE,SF Bay Area,Product,24,6/21/2022,https://newsletter.pragmaticengineer.com/p/the-scoop-15,248,Series D,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Frubana,FALSE,Bogota,Food,,6/21/2022,https://www.bloomberglinea.com/english/ebanx-frubana-layoff-staff-as-latam-startups-feel-market-backdrop/,202,Series C,Colombia,0.03,,,,,,,,,,,,,,,,,,,,,,
SuperLearn,FALSE,Bengaluru,Education,,6/21/2022,https://inc42.com/buzz/another-edtech-startup-bites-the-dust-bengaluru-based-superlearn-shuts-shop/,0,Seed,India,1,,,,,,,,,,,,,,,,,,,,,,
Tray.io,TRUE,SF Bay Area,Data,,6/21/2022,Internal memo,109,Series C,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Bybit,FALSE,Singapore,Crypto,600,6/20/2022,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,,Unknown,Singapore,0.3,,,,,,,,,,,,,,,,,,,,,,
Bybit,FALSE,Singapore,Crypto,600,6/20/2022,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,,Unknown,Singapore,0.3,,,,,,,,,,,,,,,,,,,,,,
SummerBio,TRUE,SF Bay Area,Healthcare,101,6/20/2022,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,7,Unknown,United States,1,,,,,,,,,,,,,,,,,,,,,,
Trax,FALSE,Singapore,Retail,100,6/20/2022,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,1000,Series E,Singapore,0.12,,,,,,,,,,,,,,,,,,,,,,
Aqgromalin,FALSE,Chennai,Food,80,6/20/2022,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,12,Unknown,India,0.3,,,,,,,,,,,,,,,,,,,,,,
Bonsai,FALSE,Toronto,Retail,30,6/20/2022,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,27,Series A,Canada,0.55,,,,,,,,,,,,,,,,,,,,,,
Brighte,FALSE,Sydney,Energy,30,6/20/2022,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,145,Series C,Australia,0.15,,,,,,,,,,,,,,,,,,,,,,
Buzzer,TRUE,New York City,Media,,6/20/2022,https://www.sportico.com/business/tech/2022/buzzer-layoffs-20-million-funding-1234679187/,32,Unknown,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Bybit,FALSE,Singapore,Crypto,,6/20/2022,https://twitter.com/WuBlockchain/status/1538807715861962752,,Unknown,Singapore,,,,,,,,,,,,,,,,,,,,,,,
Bybit,FALSE,Singapore,Crypto,,6/20/2022,https://twitter.com/WuBlockchain/status/1538807715861962752,,Unknown,Singapore,,,,,,,,,,,,,,,,,,,,,,,
CityMall,FALSE,Gurugram,Retail,191,6/19/2022,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,112,Series C,India,0.3,,,,,,,,,,,,,,,,,,,,,,
BitOasis,FALSE,Dubai,Crypto,9,6/19/2022,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,30,Series B,United Arab Emirates,0.05,,,,,,,,,,,,,,,,,,,,,,
Unacademy,FALSE,Bengaluru,Education,150,6/18/2022,https://www.moneycontrol.com/news/business/startup/softbank-backed-unacademy-lays-off-another-150-employees-8703281.html,838,Series H,India,0.03,,,,,,,,,,,,,,,,,,,,,,
Bytedance,FALSE,Shanghai,Consumer,150,6/17/2022,https://www.bloomberg.com/news/articles/2022-06-17/bytedance-disbands-shanghai-games-studio-in-expansion-setback#xj4y7vzkg,9400,Unknown,China,,,,,,,,,,,,,,,,,,,,,,,
Socure,TRUE,Reno,Finance,69,6/17/2022,https://www.forbes.com/sites/jeffkauflin/2022/06/17/high-flying-unicorn-socure-lays-off-13-of-staff-as-troubles-in-fintech-spread/?sh=527a320b606c,646,Series E,United States,0.13,,,,,,,,,,,,,,,,,,,,,,
Finite State,TRUE,Columbus,Security,16,6/17/2022,https://www.bizjournals.com/columbus/inno/stories/news/2022/06/17/startup-finite-state-layoffs.html,49,Series B,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
JOKR,TRUE,New York City,Food,50,6/16/2022,https://techcrunch.com/2022/06/16/jokr-grocery-delivery-leaving-us-latin-america/,430,Series B,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Zumper,TRUE,SF Bay Area,Real Estate,45,6/16/2022,https://therealdeal.com/2022/06/16/zumper-slashes-15-of-staff/,178,Series D,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
PharmEasy,FALSE,Mumbai,Healthcare,40,6/16/2022,https://inc42.com/buzz/ipo-bound-pharmeasy-lays-off-40-employees-from-docon/,1600,Unknown,India,,,,,,,,,,,,,,,,,,,,,,,
Circulo Health,TRUE,Columbus,Healthcare,,6/16/2022,https://www.axios.com/pro/health-tech-deals/2022/06/16/circulo-health-layoffs,50,Series A,United States,0.5,,,,,,,,,,,,,,,,,,,,,,
Swappie,FALSE,Helsinki,Retail,250,6/15/2022,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,169,Series C,Finland,0.17,,,,,,,,,,,,,,,,,,,,,,
Wealthsimple,FALSE,Toronto,Finance,159,6/15/2022,https://www.piquenewsmagazine.com/national-business/wealthsimple-to-layoff-13-of-staff-amid-market-volatility-5481248,900,Unknown,Canada,0.13,,,,,,,,,,,,,,,,,,,,,,
Weee!,TRUE,SF Bay Area,Food,150,6/15/2022,https://www.businessinsider.com/softbank-backed-grocer-weee-laid-off-10-percent-of-its-staff-amid-a-slowdown-in-online-grocery-2022-6,863,Series E,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Notarize,TRUE,Boston,Legal,110,6/15/2022,https://www.bizjournals.com/boston/news/2022/06/15/notarize-cuts-25-of-staff-in-latest-tech-layoff.html,213,Series D,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Elementor,FALSE,Tel Aviv,Media,60,6/15/2022,https://en.globes.co.il/en/article-elementor-begins-laying-off-15-of-workforce-1001415176,65,Unknown,Israel,0.15,,,,,,,,,,,,,,,,,,,,,,
Tonkean,TRUE,SF Bay Area,Other,23,6/15/2022,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,83,Series B,United States,0.23,,,,,,,,,,,,,,,,,,,,,,
Airtame,FALSE,Copenhagen,Consumer,15,6/15/2022,Internal memo,7,Unknown,Denmark,,,,,,,,,,,,,,,,,,,,,,,
OpenWeb,FALSE,Tel Aviv,Media,14,6/15/2022,https://en.globes.co.il/en/article-openweb-announces-streamlining-plan-including-layoffs-1001415224,223,Series E,Israel,0.05,,,,,,,,,,,,,,,,,,,,,,
Swyft,FALSE,Toronto,Logistics,10,6/15/2022,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,20,Series A,Canada,0.3,,,,,,,,,,,,,,,,,,,,,,
Crehana,FALSE,Lima,Education,,6/15/2022,https://www.bloomberglinea.com/2022/06/15/crehana-confirma-que-hizo-despidos-pero-desliga-la-decision-a-crisis-de-startups/,93,Series B,Peru,,,,,,,,,,,,,,,,,,,,,,,
JetClosing,TRUE,Seattle,Real Estate,,6/15/2022,https://www.geekwire.com/2022/seattle-startup-jetclosing-which-launched-in-2016-to-digitize-home-closing-process-is-shutting-down/,44,Series B,United States,1,,,,,,,,,,,,,,,,,,,,,,
Redfin,TRUE,Seattle,Real Estate,470,6/14/2022,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,319,Post-IPO,United States,0.08,,"Recruiting, training, licensing, engineering, analytics, user research",Lower demand,Slower housing market,,TRUE,FALSE,,TRUE,1382821,RDFN,NASDAQ,FALSE,FALSE,-0.049122815,-0.066907839,-0.070736392,-0.108446293,-0.01230017,-0.09838107,0.07596688,
Compass,TRUE,New York City,Real Estate,450,6/14/2022,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,1600,Post-IPO,United States,0.1,,,Macroeconomic conditions,Market conditions,Cut costs,TRUE,FALSE,,FALSE,1563190,COMP,NYSE,FALSE,FALSE,-0.105042012,-0.096930517,-0.044722718,-0.108614215,-0.04225359,-0.117647066,0.05555557,
Coinbase,TRUE,SF Bay Area,Crypto,1100,6/14/2022,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,549,Post-IPO,United States,0.18,,Non-essential operations ,Cut costs,Scaled too fast,,TRUE,FALSE,,FALSE,1679788,COIN,NASDAQ,FALSE,FALSE,-0.008267574,-0.0786127,-0.079203252,-0.114120267,0.066498572,-0.071986897,0.003330107,
Sami,FALSE,Sao Paulo,Healthcare,75,6/14/2022,https://braziljournal.com/sami-demite-15-para-conter-queima-de-caixa/,36,Unknown,Brazil,0.15,,,,,,,,,,,,,,,,,,,,,,
Breathe,FALSE,New Delhi,Healthcare,50,6/14/2022,https://inc42.com/buzz/accel-backed-breathe-well-being-lays-off-50-employees/,6,Series A,India,0.33,,,,,,,,,,,,,,,,,,,,,,
Hunty,FALSE,Bogota,HR,30,6/14/2022,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,6,Seed,Colombia,,,,,,,,,,,,,,,,,,,,,,,
TIFIN,TRUE,Boulder,Crypto,24,6/14/2022,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,204,Series D,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Addi,FALSE,Bogota,Finance,,6/14/2022,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,376,Series C,Colombia,,,,,,,,,,,,,,,,,,,,,,,
Shopee,FALSE,Singapore,Food,,6/14/2022,https://asia.nikkei.com/Spotlight/DealStreetAsia/Sea-s-e-commerce-arm-Shopee-to-cut-staff-across-Southeast-Asia,,Unknown,Singapore,,,,,,,,,,,,,,,,,,,,,,,
Desktop Metal,TRUE,Boston,Other,,6/13/2022,https://www.marketwatch.com/amp/story/desktop-metal-to-lay-off-about-12-of-workforce-271655121739,811,Post-IPO,United States,0.12,,,Cut costs,Optimization,,TRUE,FALSE,,FALSE,1754820,DM,NYSE,FALSE,FALSE,-0.113207502,-0.00888888,0.044843006,-0.090128775,0.037234071,0.082051202,-0.009478664,
BlockFi,TRUE,New York City,Crypto,250,6/13/2022,https://blockfi.com/a-message-from-our-founders,1000,Series E,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Wave Sports and Entertainment,TRUE,Los Angeles,Media,56,6/13/2022,https://dot.la/wave-sports-entertainment-layoffs-2657504206.html,65,Series B,United States,0.33,,,,,,,,,,,,,,,,,,,,,,
Studio,TRUE,SF Bay Area,Education,33,6/13/2022,Internal memo,50,Series B,United States,0.4,,,,,,,,,,,,,,,,,,,,,,
Automox,TRUE,Boulder,Infrastructure,,6/13/2022,https://www.linkedin.com/posts/automox_today-due-to-the-broader-economic-climate-activity-6942147336605233152-S-xy/,152,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Crypto.com,FALSE,Singapore,Crypto,260,6/10/2022,https://blockworks.co/crypto-com-cutting-5-of-workforce-amid-digital-asset-downturn/,156,Unknown,Singapore,0.05,,,,,,,,,,,,,,,,,,,,,,
FarEye,FALSE,New Delhi,Logistics,250,6/10/2022,https://inc42.com/buzz/exclusive-dragoneer-backed-fareye-lays-off-250-employees/,150,Series E,India,0.3,,,,,,,,,,,,,,,,,,,,,,
Berlin Brands Group,FALSE,Berlin,Retail,100,6/10/2022,https://www.startbase.com/news/berlin-brands-group-entlaesst-fast-100-mitarbeiter/,1000,Unknown,Germany,0.1,,,,,,,,,,,,,,,,,,,,,,
Sanar,FALSE,Sao Paulo,Healthcare,60,6/10/2022,"https://www.terra.com.br/noticias/tecnologia/inovacao/startup-de-medicina-sanar-demite-60-e-pega-funcionarios-de-surpresa,313ce3bfb0f7ebdf601130784b3e8f5fjpp13hkv.html",11,Unknown,Brazil,0.2,,,,,,,,,,,,,,,,,,,,,,
Freetrade,FALSE,London,Finance,45,6/10/2022,https://www.altfi.com/article/9362_exclusive-freetrade-announces-job-cuts-of-up-to-15-of-staff,133,Unknown,United Kingdom,0.15,,,,,,,,,,,,,,,,,,,,,,
Albert,TRUE,Los Angeles,Finance,20,6/10/2022,https://dot.la/albert-fintech-layoffs-2657493613.html50,175,Series C,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Keepe,TRUE,Seattle,Real Estate,,6/10/2022,https://www.geekwire.com/2022/home-repair-service-keepe-lays-off-staff-as-economic-uncertainty-spooks-startups/,6,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Liongard,TRUE,Houston,Infrastructure,,6/10/2022,https://www.crn.com/news/channel-programs/liongard-lays-off-employees-the-most-difficult-decision-,22,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Ziroom,FALSE,Beijing,Real Estate,,6/10/2022,https://pandaily.com/ziroom-lays-off-20-of-hq-staff-property-count-falls-by-nearly-150k/,2100,Unknown,China,0.2,,,,,,,,,,,,,,,,,,,,,,
Stitch Fix,TRUE,SF Bay Area,Retail,330,6/9/2022,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,79,Post-IPO,United States,0.15,,"Corporate, styling leadership",Lower demand,Rising costs,,TRUE,FALSE,,FALSE,1576942,SFIX,NASDAQ,FALSE,FALSE,-0.104717999,-0.01708424,-0.045191233,0.054611629,-0.185089977,0,-0.018927501,
Boozt,FALSE,Malmo,Retail,70,6/9/2022,https://www.breakit.se/artikel/33353/sparpaket-pa-boozt-efter-vinstsmallen-sager-upp-personal,56,Post-IPO,Sweden,0.05,,,Market conditions,Supply chain issues,,FALSE,FALSE,,TRUE,,BOK.F,FRA,FALSE,FALSE,-0.181602395,0.007651623,0.008177534,-0.023754336,-0.061638897,-0.013910306,-0.001567434,
OneTrust,TRUE,Atlanta,Security,950,6/9/2022,https://www.onetrust.com/blog/onetrust-organizational-update/,926,Series C,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Daniel Wellington,FALSE,Stockholm,Retail,200,6/9/2022,https://www.breakit.se/artikel/33347/stora-nedskarningar-pa-daniel-wellington-200-personer-sags-upp,,Unknown,Sweden,0.15,,,,,,,,,,,,,,,,,,,,,,
Convoy,TRUE,Seattle,Logistics,90,6/9/2022,https://www.geekwire.com/2022/convoy-which-just-raised-260m-lays-off-7-of-workforce-in-latest-tech-startup-cuts/,1100,Series E,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Hologram,TRUE,Chicago,Infrastructure,80,6/9/2022,LinkedIn,82,Series B,United States,0.4,,,,,,,,,,,,,,,,,,,,,,
The Grommet,TRUE,Boston,Retail,40,6/9/2022,https://www.bizjournals.com/boston/news/2022/06/09/the-grommet-layoffs-employees.html,5,Acquired,United States,1,,,,,,,,,,,,,,,,,,,,,,
Stashaway,FALSE,Singapore,Finance,31,6/9/2022,https://www.techinasia.com/stashaway-lays-off-staff,61,Series D,Singapore,0.14,,,,,,,,,,,,,,,,,,,,,,
Preply,TRUE,Boston,Education,26,6/9/2022,Internal memo,100,Series C,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Jellysmack,TRUE,New York City,Media,,6/9/2022,https://www.businessinsider.com/jellysmack-laid-off-employees-economic-slowdown-email-ceo-to-employees-2022-6,22,Series C,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Starship,TRUE,SF Bay Area,Transportation,,6/9/2022,https://www.starship.xyz/press_releases/starship-technologies-announces-internal-changes/,197,Series B,United States,0.11,,,,,,,,,,,,,,,,,,,,,,
Trade Republic,FALSE,Berlin,Finance,,6/9/2022,https://financefwd.com/de/entlassungen-bei-trade-republic/,1200,Series C,Germany,,,,,,,,,,,,,,,,,,,,,,,
Sonder,TRUE,SF Bay Area,Travel,250,6/8/2022,Internal memo,839,Post-IPO,United States,0.21,"Corporate, frontline",,Reach positive cash flow,Cut costs,,TRUE,FALSE,,TRUE,1819395,SOND,NASDAQ,FALSE,TRUE,-0.087179526,-0.242677796,0.01104966,0.065573815,-0.03932578,-0.128655013,-0.040268419,
Kavak,FALSE,Sao Paulo,Transportation,150,6/8/2022,"https://www.terra.com.br/amp/noticias/tecnologia/inovacao/startup-kavak-demite-150-no-rio-e-em-sao-paulo,5cd47d831e523a86ead7e9b2cb92b9dcg9xp78y3.html",1600,Series E,Brazil,,,,,,,,,,,,,,,,,,,,,,,
Truepill,TRUE,SF Bay Area,Healthcare,150,6/8/2022,https://medium.com/Truepill-insights/a-message-from-Truepill-ceo-sid-viswanathan-9973660e2d8,255,Series D,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
iPrice Group,TRUE,Kuala Lumpur,Retail,50,6/8/2022,https://www.techinasia.com/malaysias-iprice-group-sacks-20-employees,26,Unknown,Malaysia,0.2,,,,,,,,,,,,,,,,,,,,,,
Memmo,FALSE,Stockholm,Consumer,,6/8/2022,https://www.breakit.se/artikel/33321/stort-sparpaket-pa-memmo-man-maste-se-annorlunda-ut,24,Unknown,Sweden,0.4,,,,,,,,,,,,,,,,,,,,,,
Cazoo,FALSE,London,Transportation,750,6/7/2022,https://news.sky.com/story/car-retailer-cazoo-to-cut-750-jobs-after-inflation-hit-12629350,2000,Post-IPO,United Kingdom,0.15,,,Cut costs,Preserve cash,Macroeconomic conditions,TRUE,FALSE,,FALSE,1859639,CZOO,NYSE,FALSE,TRUE,-0.031007752,-0.044117647,-0.015384615,0.0078125,-0.08,-0.052173913,-0.055045872,
Bird,TRUE,Los Angeles,Transportation,138,6/7/2022,https://electrek.co/2022/06/10/bird-scooter-lays-off-staff/,783,Post-IPO,United States,0.23,Consumer products,,Cut costs,Macroeconomic conditions,Chase profitability,TRUE,FALSE,,TRUE,1861449,BRDS,NYSE,TRUE,,,,,,,,,
Rupeek,FALSE,Bengaluru,Finance,180,6/7/2022,https://www.moneycontrol.com/news/business/startup/gold-loan-platform-rupeek-lays-off-over-180-of-its-employees-8653571.html,172,Unknown,India,0.15,,,,,,,,,,,,,,,,,,,,,,
Lummo,FALSE,Jakarta,Marketing,150,6/7/2022,https://www.moneycontrol.com/news/business/startup/jeff-bezos-sequoia-capital-backed-saas-startup-lummo-lays-off-50-60-employees-from-its-bengaluru-office-8663251.html,149,Series C,Indonesia,,,,,,,,,,,,,,,,,,,,,,,
ID.me,TRUE,Washington D.C.,Security,130,6/7/2022,https://www.businessinsider.com/idme-identity-verification-irs-unemployment-facial-recognition-staff-layoffs-economy-2022-6,275,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
KiwiCo,TRUE,SF Bay Area,Retail,40,6/7/2022,Internal memo,11,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Bond,TRUE,SF Bay Area,Finance,,6/7/2022,Internal memo,42,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
CyberCube,TRUE,SF Bay Area,Finance,,6/7/2022,Internal memo,35,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Propzy,FALSE,Ho Chi Minh City,Real Estate,,6/7/2022,https://www.techinasia.com/vietnamese-proptech-startup-propzy-restructure-laying-50-staff,33,Series A,Vietnam,0.5,,,,,,,,,,,,,,,,,,,,,,
Clearco,FALSE,Toronto,Finance,60,6/6/2022,https://techcrunch.com/2022/08/30/clearco-cuts-international-staff-as-it-retracts-presence-announces-new-partner/,681,Series C,Canada,,,,,,,,,,,,,,,,,,,,,,,
Clearco,FALSE,Toronto,Finance,60,6/6/2022,https://techcrunch.com/2022/08/30/clearco-cuts-international-staff-as-it-retracts-presence-announces-new-partner/,681,Series C,Canada,,,,,,,,,,,,,,,,,,,,,,,
Dutchie,TRUE,Bend,Other,50,6/6/2022,https://www.geekwire.com/2022/dutchie-lays-off-7-of-workforce-citing-dramatic-market-shift-in-latest-cannabis-tech-company-cuts/,603,Series D,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Clearco,FALSE,Dublin,Finance,,6/6/2022,https://betakit.com/clearco-expands-to-germany-while-cutting-staff-in-ireland/,681,Series C,Ireland,,,,,,,,,,,,,,,,,,,,,,,
Clearco,FALSE,Dublin,Finance,,6/6/2022,https://betakit.com/clearco-expands-to-germany-while-cutting-staff-in-ireland/,681,Series C,Ireland,,,,,,,,,,,,,,,,,,,,,,,
Deep Instinct,TRUE,New York City,Security,,6/6/2022,https://news.crunchbase.com/job-market/cybersecurity-tech-layoffs-deep-instinct/,259,Series D,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Sendoso,TRUE,SF Bay Area,Marketing,,6/6/2022,https://www.businessinsider.com/layoffs-at-softbank-backed-gifting-startup-sendoso-2022-6,152,Series C,United States,0.14,,,,,,,,,,,,,,,,,,,,,,
Eruditus,FALSE,Mumbai,Education,40,6/4/2022,https://inc42.com/buzz/softbank-backed-edtech-unicorn-eruditus-trims-workforce-lays-off-40-employees/,1200,Series E,India,,,,,,,,,,,,,,,,,,,,,,,
Tesla,TRUE,Austin,Transportation,,6/3/2022,https://www.cnbc.com/2022/06/03/heres-the-email-elon-musk-sent-all-tesla-employees-10percent-job-cuts.html,20200,Post-IPO,United States,0.1,,,Overhiring,Macroeconomic conditions,Fear of recession,,FALSE,,FALSE,1318605,TSLA,NASDAQ,FALSE,FALSE,-0.0921936,-0.001803563,-0.02359349,0.04677398,0.016047202,0.002546056,0.012474516,
Afterverse,FALSE,Brasilia,Consumer,60,6/3/2022,https://neofeed.com.br/blog/home/o-jogo-virou-afterverse-empresa-de-games-da-movile-corta-ate-60-funcionarios/,,Unknown,Brazil,0.2,,,,,,,,,,,,,,,,,,,,,,
Superhuman,TRUE,SF Bay Area,Consumer,23,6/3/2022,https://www.businessinsider.com/superhuman-email-startup-lays-off-22-percent-staff-2022-6,108,Series C,United States,0.22,,,,,,,,,,,,,,,,,,,,,,
Food52,TRUE,New York City,Food,21,6/3/2022,https://www.adweek.com/media/food52-lays-off-15-of-its-staff-in-a-second-round-of-cuts/,176,Acquired,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
5B Solar,FALSE,Sydney,Energy,,6/3/2022,https://www.news.com.au/finance/business/manufacturing/aussie-startup-5b-solar-sacks-25-per-cent-of-staff/news-story/55133297ccce5f1b7d1edf38f117a631,12,Series A,Australia,0.25,,,,,,,,,,,,,,,,,,,,,,
Clubhouse,TRUE,SF Bay Area,Consumer,,6/3/2022,https://www.bloomberg.com/news/articles/2022-06-03/audio-app-clubhouse-lays-off-staff-as-strategy-shifts#xj4y7vzkg,110,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Carbon Health,TRUE,SF Bay Area,Healthcare,250,6/2/2022,https://www.forbes.com/sites/katiejennings/2022/06/02/healthtech-unicorn-carbon-health-lays-off-250-employees/,522,Series D,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Favo,FALSE,Sao Paulo,Food,170,6/2/2022,https://exame.com/negocios/de-malas-prontas-startup-favo-deixa-o-brasil-e-demite-170-funcionarios/,31,Series A,Brazil,,,,,,,,,,,,,,,,,,,,,,,
PolicyGenius,TRUE,New York City,Finance,170,6/2/2022,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,286,Series E,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Yojak,FALSE,Gurugram,Construction,140,6/2/2022,https://inc42.com/buzz/info-edge-backed-yojak-lays-off-around-140-employees/,3,Seed,India,0.5,,,,,,,,,,,,,,,,,,,,,,
Envato,FALSE,Melbourne,Marketing,100,6/2/2022,https://www.smartcompany.com.au/technology/envato-redundancy-business-restructuring/,,Unknown,Australia,,,,,,,,,,,,,,,,,,,,,,,
Gemini,TRUE,New York City,Crypto,100,6/2/2022,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,423,Unknown,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Stord,TRUE,Atlanta,Logistics,59,6/2/2022,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,325,Series D,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Gather,TRUE,SF Bay Area,Consumer,30,6/2/2022,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,76,Series B,United States,0.33,,,,,,,,,,,,,,,,,,,,,,
Shef,TRUE,SF Bay Area,Food,29,6/2/2022,Internal memo,28,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
IRL,TRUE,SF Bay Area,Consumer,25,6/2/2022,https://techcrunch.com/2022/06/02/irl-layoffs-abraham-shafi-social-media/,197,Series C,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
